@relation R_data_frame

@attribute att6 numeric
@attribute att9 numeric
@attribute att14 numeric
@attribute att15 numeric
@attribute att16 numeric
@attribute att17 numeric
@attribute att18 numeric
@attribute att22 numeric
@attribute att24 numeric
@attribute att25 numeric
@attribute att28 numeric
@attribute att33 numeric
@attribute att35 numeric
@attribute att37 numeric
@attribute att40 numeric
@attribute att42 numeric
@attribute att43 numeric
@attribute att45 numeric
@attribute att47 numeric
@attribute att48 numeric
@attribute att53 numeric
@attribute att54 numeric
@attribute att55 numeric
@attribute att56 numeric
@attribute att57 numeric
@attribute att59 numeric
@attribute att61 numeric
@attribute att62 numeric
@attribute att63 numeric
@attribute att65 numeric
@attribute att67 numeric
@attribute att68 numeric
@attribute att69 numeric
@attribute att70 numeric
@attribute att73 numeric
@attribute att74 numeric
@attribute att76 numeric
@attribute att79 numeric
@attribute att80 numeric
@attribute att84 numeric
@attribute att86 numeric
@attribute att88 numeric
@attribute att91 numeric
@attribute att94 numeric
@attribute att98 numeric
@attribute att99 numeric
@attribute att102 numeric
@attribute att105 numeric
@attribute att109 numeric
@attribute att110 numeric
@attribute att111 numeric
@attribute att112 numeric
@attribute att114 numeric
@attribute att115 numeric
@attribute att118 numeric
@attribute att119 numeric
@attribute att120 numeric
@attribute att121 numeric
@attribute att126 numeric
@attribute att127 numeric
@attribute att129 numeric
@attribute att133 numeric
@attribute att136 numeric
@attribute att138 numeric
@attribute att143 numeric
@attribute att146 numeric
@attribute att148 numeric
@attribute att154 numeric
@attribute att158 numeric
@attribute att159 numeric
@attribute att162 numeric
@attribute att166 numeric
@attribute att169 numeric
@attribute att174 numeric
@attribute att176 numeric
@attribute att178 numeric
@attribute att179 numeric
@attribute att183 numeric
@attribute att186 numeric
@attribute att188 numeric
@attribute att190 numeric
@attribute att192 numeric
@attribute att199 numeric
@attribute att202 numeric
@attribute att203 numeric
@attribute att204 numeric
@attribute att205 numeric
@attribute att207 numeric
@attribute att209 numeric
@attribute att210 numeric
@attribute att213 numeric
@attribute att218 numeric
@attribute att223 numeric
@attribute att224 numeric
@attribute att225 numeric
@attribute att228 numeric
@attribute att230 numeric
@attribute att234 numeric
@attribute att240 numeric
@attribute att242 numeric
@attribute att243 numeric
@attribute att244 numeric
@attribute att247 numeric
@attribute att248 numeric
@attribute att249 numeric
@attribute outlier string

@data
7535,16966,39,5259,0.905,6510,18,0.66,0.35,31,8.74,27,247,4180,7703,0.29,58,479,2.8,93,2984,68.7,5.3,5.5,8838,4.9,48733,0.513,550,0.08,0.55,3.04,76293,5180,94596,0.431,8.52,2.27,5.9,4201,0.37,0.232,46,0.92,7.72,3.3,0.569,0.46,0.309,8846,5.66,4105,6.5,0.575,50,1569,0.636,9.3,5802,50,62.8,8.8,0.85,0.604,0.57,0.17,8.2,3.06,56,910,7.04,357,85,0.576,66.9,54.3,0.87,68,46068,304,72966,83.7,0.62,4.8,27.1,3.8,66311,6.81,92972,0.161,785,429,0.099,4646,27,43244,5.96,7044,7989,0.73,58449,93812,5.3,98145,2.72,no
7792,27360,36,5454,0.838,3753,57,0.62,0.38,34,8.52,47,278,6685,7327,0.5,77,412,3.7,71,3017,70.4,4.4,2,8850,2.2,34209,0.539,232,0.47,0.88,3.41,77542,5932,62332,0.574,8.91,2.57,8.3,3415,0.32,0.195,44.8,0.79,6.93,1.9,0.491,0.385,0.432,3829,5.63,4796,2.5,0.522,41.4,1641,0.62,8.4,5891,78,62,6.8,0.3,0.31,0.49,0.29,8.5,5.85,58,849,5.74,342,58,0.587,61.3,62.8,0.9,75.6,76737,141,90779,86.7,0.82,5.1,51.2,2.8,62763,6.76,47131,0.186,825,449,0.09,5091,60,42945,7.57,7043,8018,0.37,53289,93562,1.3,93877,8.52,no
8191,24541,44,1194,0.873,7037,57,0.43,0.33,30,8.6,40,712,4443,7743,0.28,95,383,1.8,93,4170,67,5.8,2.2,8538,4.3,47560,0.535,750,0.53,0.51,3.15,82112,5873,70406,0.501,4.82,2.68,7.9,3237,0.36,0.123,54.5,0.82,7.31,3.4,0.444,0.064,0.291,7295,4.43,4827,5.4,0.457,48.8,8185,0.63,8.4,3927,49,61.9,3.3,0.4,0.824,0.78,0.6,8.2,2.84,56,904,6.04,319,37,0.589,81.2,60.4,0.34,59,80072,267,89326,83.1,0.85,3.9,47.4,3.9,62780,6.83,93711,0.156,735,500,0.097,4581,59,33831,4.31,7077,7478,0.5,58430,93787,5.1,94725,8.08,no
8142,21651,37,5510,0.696,5583,59,0.59,0.34,32,8.59,66,634,3552,7743,0.37,93,479,1.5,93,3111,73.9,5.5,4.5,8819,4.4,70145,0.568,428,0.1,0.54,3.16,78173,5910,87453,0.495,8.56,2.7,4.6,3310,0.52,0.244,15.6,0.56,7.17,3.9,0.396,0.45,0.315,4033,4.52,4881,3.1,0.414,42.8,5591,0.573,9,4011,55,63.3,3.8,0.56,0.66,0.35,0.15,8.8,5.95,56,929,6.78,280,83,0.574,57.9,54.3,0.32,65.2,56703,210,29781,85.8,0.53,6,27.2,2.1,66193,0.76,61100,0.148,718,450,0.085,6646,56,42931,3.78,7058,6970,0.74,40262,94586,0.7,97449,5.25,no
7948,29401,72,2864,0.655,6929,18,0.9,0.4,69,8.55,61,316,3581,7709,0.38,93,418,1.2,93,3058,69.6,5,4.2,8152,3.2,77992,0.539,308,0.24,0.54,3.33,76874,5931,56469,0.441,4.9,2.79,7.1,3381,0.47,0.227,45.3,0.81,5.77,3.5,0.398,0.465,0.423,4883,5.33,4859,0.8,0.599,41.6,5822,0.583,9.2,5875,75,66.6,8.9,0.79,0.473,0.3,0.18,7.8,5.94,47,864,6.84,253,73,0.788,75,54.2,0.35,55.1,60713,132,63780,84.7,0.85,3.9,26.8,1.2,65522,6.93,38377,0.169,719,550,0.124,4560,59,32287,3.72,7130,6936,0.81,58406,93954,3.5,97270,2.3,no
7796,23073,72,5582,0.874,4346,58,0.87,0.36,69,8.48,22,790,6584,7555,0.24,56,407,1.1,91,3024,68,5.6,4.3,8083,3.7,80790,0.519,719,0.54,0.87,3.15,87302,5878,77992,0.478,7.4,2.81,8.8,3958,0.36,0.229,31,0.88,7.73,3.5,0.448,0.483,0.281,9794,5.46,4911,5.8,0.379,51.2,6317,0.687,3.9,4133,79,62,0.7,0.6,0.784,0.36,0.26,8.2,4.34,56,932,6.94,357,81,0.784,24.8,54.2,0.88,69.8,87547,217,31981,87.2,0.61,4.5,49.2,1.7,55381,4.68,38452,0.182,828,414,0.107,6319,61,41682,0.84,7127,7309,0.8,53994,95517,2.1,87369,2.64,no
7964,27387,35,5588,0.659,3467,15,0.41,0.42,70,8.6,22,423,4589,7090,0.23,96,370,3.4,76,4442,71.4,3.9,4.1,8534,5.1,31300,0.633,247,0.14,0.85,3.18,74515,5209,93019,0.536,7.89,2.33,8,3868,0.39,0.275,57.6,0.8,5.54,4,0.429,0.486,0.335,3890,4.44,4042,2.5,0.586,47.9,1399,0.619,1.6,4116,41,63.7,8.6,0.69,0.161,0.43,0.37,8.3,4.55,46,862,7.19,274,85,0.777,61.3,51.5,0.33,66.8,55177,268,18825,88.5,0.68,6,50.3,5.5,65324,6.91,38406,0.166,735,452,0.107,4721,59,34520,2.48,7125,7587,0.35,58431,93383,5.1,97543,3.02,no
7753,27426,57,1474,0.895,3961,32,0.44,0.37,28,8.35,24,338,7099,7345,0.47,54,398,3.5,92,5025,74.1,5,3.8,7733,4.7,63425,0.533,513,0.14,0.52,3.08,80067,4880,91834,0.539,4.97,2.28,8.8,3455,0.48,0.257,34.8,0.79,5.75,1.5,0.566,0.073,0.361,7650,5.68,4555,4.7,0.593,45,8110,0.632,9.1,4011,80,62,1.2,0.37,0.581,0.43,0.39,7.9,3.56,56,887,6.98,227,36,0.584,83.4,70.7,0.72,77.2,27286,272,84389,83.4,0.63,4.1,31.9,5,66081,5.07,55242,0.183,775,413,0.051,6184,71,37862,6.53,7140,6793,0.45,56794,94037,0.7,98518,3.91,no
7948,27070,47,5072,0.838,6033,31,0.66,0.33,35,8.83,26,167,3592,7371,0.28,95,448,0.6,50,3090,66.9,5.6,5.8,8780,3.1,74289,0.549,700,0.1,0.51,3.45,81465,5833,87370,0.584,8.54,2.28,8.7,4096,0.5,0.104,62.4,0.76,7.99,1.6,0.568,0.252,0.271,3768,5.65,4329,2.3,0.586,53.7,8769,0.569,8.7,5851,53,63.6,5.8,0.66,0.613,0.61,0.2,3.5,5.84,46,851,6.9,252,62,0.586,25.4,51.2,0.53,74.9,61181,133,23469,89,0.66,6.5,30.7,5.4,65831,2.59,43372,0.167,688,409,0.102,6740,21,35160,7.15,7127,7387,0.56,56800,95830,5,94810,3.28,no
7757,28294,72,5295,0.699,7344,63,0.52,0.34,40,8.45,45,353,4484,7195,0.23,60,381,1,92,3042,68.4,6.6,3.4,8336,2,73730,0.567,572,0.51,0.83,2.85,80024,4909,79107,0.494,4.94,1.89,8.3,4000,0.47,0.222,57.7,0.84,7.98,3,0.398,0.163,0.344,9252,4.42,3913,5.2,0.457,51,7834,0.634,2.8,4010,79,64.6,1.8,0.47,0.246,0.76,0.45,8.4,3.81,34,867,5.67,252,86,0.592,65.8,51.2,0.34,71.2,81300,144,76986,86.9,0.63,5.2,27,4.8,62844,0.97,58900,0.154,775,403,0.094,5393,43,34547,5.67,7045,7383,0.56,51474,95561,5.4,93542,5.44,no
7770,28463,71,5622,0.833,6465,38,0.88,0.27,33,8.74,59,562,3715,7673,0.49,95,415,2.1,92,3048,74.3,5.1,2.7,8361,3.9,78779,0.541,570,0.5,0.52,3.5,74896,4663,62732,0.439,5.69,1.77,8.3,3267,0.4,0.27,45.3,0.87,6.57,3.2,0.589,0.215,0.28,5153,5.62,3980,1.1,0.584,53.4,8229,0.633,8.8,3288,48,62.3,8.9,0.91,0.605,0.27,0.18,8.9,0.86,48,894,6.67,220,76,0.578,23,51,0.87,79.9,84273,132,29083,87.7,0.52,3.3,36.2,3.1,58531,6.14,48018,0.164,789,407,0.111,4797,17,42837,4.16,7126,7374,0.69,46958,96211,2.2,95150,8.69,no
7997,29639,39,5061,0.914,7266,39,0.75,0.29,53,8.81,49,736,4538,7120,0.26,96,395,1.3,49,3023,69.1,5.2,2.2,8847,4.6,59565,0.562,452,0.19,0.76,3.17,84636,5938,61020,0.523,8.13,2.74,4.5,3726,0.34,0.211,46.1,0.82,7.73,3.9,0.396,0.26,0.392,4372,4.43,4026,5.9,0.631,45.7,8087,0.576,5,5204,73,62.6,5.9,0.74,0.273,0.33,0.23,7.5,1.85,56,878,6.08,335,48,0.591,63.2,51.1,0.41,74.4,38032,166,32348,84.9,0.85,3.4,30.6,2,55383,2.45,47294,0.138,701,414,0.117,6327,19,33601,0.37,7121,8061,0.81,58371,94247,5.5,97781,6.13,no
7830,21061,71,5180,0.894,4473,23,0.66,0.3,35,8.59,52,465,6600,7617,0.22,96,390,1.8,86,3059,67.8,5.1,1.9,8111,4.2,60252,0.548,181,0.1,0.89,3.17,76274,5140,90604,0.466,5.25,2.83,8.4,3729,0.37,0.232,40.1,0.67,7.8,4.3,0.482,0.459,0.277,4525,4.45,4528,4.5,0.386,44.8,6291,0.712,1.8,4769,82,63.4,1.7,0.7,0.148,0.56,0.43,9.2,0.99,41,922,6.1,250,66,0.601,25.3,77.8,0.32,75.1,87660,276,31188,85.1,0.52,4.2,50.6,5.5,62846,6.46,59373,0.162,778,417,0.051,4601,20,42512,3.62,7067,7898,0.38,58376,95515,4.2,98282,2.47,no
7951,28580,67,1830,0.441,5248,25,0.88,0.36,46,8.55,55,853,3401,7701,0.45,85,372,1.4,59,2924,70.6,5.4,2,8336,5.2,48325,0.628,695,0.12,0.52,3.41,74213,5940,61477,0.494,5.34,2.61,6.9,3751,0.47,0.23,35.3,0.83,7.98,4,0.568,0.195,0.412,4086,5.64,3943,5.2,0.591,47.8,1782,0.569,8.6,4004,47,63.8,0.5,0.93,0.541,0.52,0.17,3.3,5.86,38,894,6.62,357,69,0.653,60.9,51.6,0.5,75.6,77918,214,24306,84.1,0.65,4.6,50.3,5.3,66406,6.68,48938,0.341,785,528,0.096,6379,79,34422,3.67,7050,7384,0.56,40269,94462,4.3,93221,3.47,no
7555,25054,40,2407,0.529,3677,20,0.4,0.33,81,8.97,59,251,6503,7320,0.24,89,475,2,85,3042,74.3,6.8,1.9,8423,2.7,56701,0.524,354,0.38,0.65,3.53,82043,5490,93328,0.441,4.88,2.16,8.8,3302,0.49,0.23,57.7,0.81,7.44,2.3,0.586,0.452,0.299,5913,5.64,4426,3.7,0.46,48.8,7839,0.569,5.8,4005,77,62.3,1.1,0.51,0.679,0.33,0.17,8,1.54,48,915,7.19,297,49,0.737,22.9,54.6,0.34,80.2,60243,268,68804,85.9,0.69,5.5,30.3,5.5,69195,4.3,64668,0.199,838,416,0.059,5949,75,39936,3.28,7145,8139,0.38,55254,96222,1.1,98283,8.67,no
7722,27973,44,3533,0.425,7285,66,0.73,0.37,56,8.55,22,349,6656,7507,0.33,94,374,1.7,87,3034,69.7,6.3,4.6,8837,4.2,60923,0.524,454,0.08,0.62,2.87,88010,5153,67111,0.528,5.59,2.81,4.9,3571,0.28,0.264,67.5,0.7,7.72,1.5,0.394,0.475,0.291,7539,5.69,4880,3.3,0.419,52.4,6943,0.631,8,3604,56,66.9,1.6,0.42,0.727,0.33,0.2,8.7,5.88,58,871,6.86,329,82,0.582,74.9,54.2,0.34,67.4,88598,214,87773,86.3,0.65,5.9,27.3,1.3,68539,0.85,44641,0.138,782,531,0.116,4613,65,35431,4.65,7123,7323,0.7,56796,95526,3.1,96503,8.19,no
7793,26413,53,2864,0.899,5243,40,0.9,0.39,48,8.45,28,572,3755,7516,0.26,64,411,1.3,59,3018,73.5,5.2,1.9,8350,2.2,79581,0.552,460,0.19,0.89,3.36,81710,5937,83504,0.444,4.92,2.81,8.8,3394,0.5,0.271,61.9,0.82,7.47,4.3,0.588,0.096,0.292,4628,5.54,4837,5.4,0.44,51.5,8458,0.598,2.6,4003,46,62.6,8.8,0.93,0.623,0.29,0.19,9.4,5.09,54,897,5.99,222,82,0.577,24.9,54.1,0.68,75.2,75882,131,84123,87.8,0.81,3.4,35.3,4.8,65943,3.14,48454,0.168,831,416,0.11,4726,59,33711,6.69,7116,7316,0.81,63263,93708,2.5,97574,5.28,no
8149,23220,49,5344,0.644,3617,26,0.52,0.28,35,8.83,21,313,4689,7183,0.51,72,476,1.2,86,2822,67.7,4.9,5.8,8572,2.1,60542,0.524,742,0.55,0.52,3.2,80082,5322,89866,0.567,5.25,2.41,4.5,3727,0.47,0.168,50.5,0.57,5.71,3.9,0.537,0.477,0.452,9777,4.45,4864,4.7,0.578,50.3,7994,0.62,3.6,5876,77,63.6,5.6,0.32,0.272,0.51,0.6,8.3,4.82,53,918,6.53,358,37,0.352,62.9,54.6,0.83,70.8,29060,275,33868,88,0.78,5.5,27.2,5.5,62314,6.94,74705,0.165,696,407,0.097,4568,53,37039,0.43,7067,6635,0.78,55965,92271,0.8,97527,7.35,no
7984,24805,72,4903,0.514,6709,19,0.71,0.42,30,8.42,42,847,4676,7651,0.42,93,419,1.6,93,3843,69.5,4.3,3.6,8843,5,47334,0.539,750,0.11,0.64,3.42,79173,5817,68511,0.501,8.63,2.83,6.9,3681,0.48,0.261,43.8,0.81,8.02,2.7,0.398,0.473,0.337,4578,5.45,4813,2.4,0.463,53.5,3222,0.627,3.7,3683,79,64,6.9,0.52,0.315,0.49,0.4,8.2,2.27,59,934,6.76,294,84,0.584,61.5,60.1,0.33,75,81250,214,51958,86.9,0.77,4.2,26.8,1.9,67743,4.01,64080,0.18,858,533,0.109,6740,37,41309,5.55,7112,7444,0.67,58431,96211,1.4,97891,7.23,no
7740,28028,72,1287,0.84,3872,24,0.52,0.47,79,8.58,29,159,6619,7400,0.26,89,421,1.8,44,3261,72.1,4.4,1.9,8382,3.1,77195,0.565,555,0.54,0.79,3.46,82114,5875,65629,0.439,8.37,2.26,7.7,3441,0.32,0.275,58.7,0.81,6.74,1.7,0.444,0.27,0.303,8853,4.61,4421,2.5,0.673,53.5,2607,0.639,7,4116,82,63.9,5.6,0.7,0.322,0.26,0.24,8.6,3.09,53,891,6.68,360,74,0.594,71,63.4,0.36,82,39312,285,26805,83.7,0.76,6.5,43.3,2.5,68917,0.96,92039,0.358,788,408,0.11,6259,36,39234,1.56,7086,7280,0.78,42266,93608,3.4,96061,8.88,no
8145,28092,55,5269,0.643,6617,56,0.9,0.38,29,8.55,58,342,4733,7099,0.22,94,416,1.7,85,3023,68,2.8,2.1,8429,3.6,65995,0.539,734,0.44,0.52,3.41,82052,5695,94075,0.473,5.9,2.73,8.4,3957,0.47,0.239,69.5,0.81,6.02,1.9,0.453,0.06,0.431,8924,5.56,4843,5.5,0.574,45.2,8069,0.634,7.9,3465,80,62.1,1.8,0.56,0.599,0.68,0.4,5.7,3.29,41,919,6.4,318,69,0.575,57.1,54.2,0.76,68.4,70320,416,88264,84.7,0.81,5.6,51.8,5.5,68969,3.61,38425,0.172,688,416,0.114,4721,50,37373,7.61,7125,7541,0.34,59584,93213,5,98253,5.63,no
7554,29495,35,5196,0.878,4058,30,0.52,0.36,28,8.58,31,230,3670,7403,0.27,85,369,1.7,38,2713,71.4,6.8,5.6,8936,4.9,72979,0.511,578,0.33,0.54,3.44,80481,4438,56198,0.467,7.34,2.01,4.8,3567,0.48,0.251,53,0.54,6.32,2.6,0.589,0.147,0.284,8121,4.42,4728,6.5,0.388,53.1,1811,0.591,2.2,5900,82,62.1,7.4,0.23,0.161,0.72,0.32,8.6,5.75,58,895,6.44,278,40,0.574,23.3,54,0.67,74.3,67513,332,29456,87.5,0.52,6,32.5,5,66891,1.02,47596,0.186,698,343,0.068,6334,61,32706,1.46,7125,8143,0.51,58321,94227,2.9,98062,2.34,no
8045,29770,35,3123,0.678,6556,36,0.39,0.34,31,8.54,25,755,5369,7532,0.2,61,368,3.8,93,3018,74.2,2.5,5,8781,3.2,64428,0.618,494,0.39,0.54,3.17,79087,5037,91845,0.548,4.97,2.8,8.5,3644,0.42,0.273,42.8,0.77,6.1,3.5,0.588,0.199,0.386,4664,4.46,4339,4.3,0.41,48.7,8058,0.573,8.4,4744,78,62.1,8.1,0.31,0.273,0.72,0.46,4.5,2.41,30,898,6.96,302,86,0.579,67.9,54,0.7,72.4,85698,213,89025,87.8,0.77,6.4,26.9,1.1,68091,2.77,38395,0.149,782,416,0.078,6311,56,43185,1.55,7072,7366,0.71,40272,95835,5.5,89323,8.19,no
7756,25218,65,5553,0.43,4444,35,0.56,0.29,34,8.55,19,130,4434,7368,0.53,95,387,1.1,93,3028,69.4,2.9,2.1,8132,2.5,68300,0.56,190,0.43,0.75,3.27,86504,4571,79022,0.563,8.26,2.41,8.4,3915,0.38,0.073,25,0.71,7.2,2.8,0.575,0.058,0.412,7981,5.55,4885,5.6,0.636,50.6,1545,0.665,1.6,5367,45,62.7,9.1,0.84,0.374,0.77,0.39,8.6,1.9,47,922,7,230,87,0.8,40.4,50,0.36,73.6,49247,412,87601,83.1,0.58,5.3,34.9,4.7,69137,5.59,55713,0.132,761,532,0.084,6510,64,42639,3.16,7105,8025,0.6,58367,94765,4.7,97754,4.21,no
8137,25397,37,5682,0.867,4422,31,0.61,0.38,35,8.64,42,186,6991,7429,0.54,57,412,1.4,78,4480,68.1,6,1.9,8826,3.7,75949,0.631,544,0.43,0.54,3.15,79357,4441,58104,0.584,8.9,2.75,4.6,3377,0.48,0.228,28.2,0.77,7.95,2.8,0.394,0.421,0.278,7583,5.68,4863,2.6,0.407,53.7,4837,0.637,5.3,4143,72,63.7,6.4,0.7,0.701,0.59,0.58,8.7,0.91,55,877,6.78,351,55,0.577,84.7,51.9,0.36,75.4,87938,301,90423,84.9,0.61,4.4,27.9,3.8,66057,6.68,55133,0.186,819,387,0.051,4763,41,34257,2.01,7103,7561,0.51,55816,93451,4.3,92651,8.74,no
7510,26076,41,5651,0.905,5557,26,0.69,0.27,33,8.57,42,737,4978,7397,0.51,95,480,3.2,85,2725,74.3,5,4.4,7325,3,46281,0.608,566,0.54,0.88,3.31,76249,5290,57093,0.487,8.51,2.52,8.7,3326,0.5,0.186,61.3,0.8,6.2,3.8,0.399,0.41,0.436,4242,5.63,4050,2.5,0.399,48.5,8988,0.626,7.9,4004,76,62.8,8.4,0.72,0.63,0.57,0.44,7.9,5.85,54,893,6.25,251,43,0.586,63.4,54.1,0.87,78,56509,234,22191,87.3,0.58,3.5,27.8,4.2,65895,6.94,56876,0.178,695,406,0.115,4576,65,32285,6,7044,8055,0.76,56749,93451,1,93365,2.29,no
7950,29747,29,5712,0.896,5220,65,0.68,0.31,32,8.82,20,935,5837,7681,0.44,88,416,3.8,41,3113,74,3,5.8,8483,4.9,60136,0.614,539,0.31,0.75,2.87,80095,5933,90904,0.558,8.72,2.73,8.8,3246,0.23,0.272,46.3,0.89,7.39,1.7,0.396,0.155,0.293,5233,4.44,4796,5.9,0.37,40.1,4660,0.635,8.5,5534,50,62.5,9.1,0.9,0.568,0.23,0.27,7.6,5.9,48,899,6.32,248,82,0.587,56.8,52.2,0.32,59.2,29015,158,87780,83.5,0.51,5.5,26.2,3.7,67275,6.77,57408,0.139,690,415,0.074,6739,71,42932,2.92,7043,6691,0.78,40266,96208,2.9,93910,4.46,no
8151,28808,59,1517,0.646,3718,60,0.73,0.37,51,8.54,58,792,6596,7207,0.38,95,481,2.5,93,3008,66.7,4.8,4.9,8790,3.8,70400,0.556,553,0.21,0.77,2.85,79362,5929,59720,0.521,8.89,2.06,7.8,3412,0.48,0.105,62.5,0.81,7.81,2.7,0.588,0.484,0.314,5265,4.44,4895,2.4,0.443,47.7,1535,0.647,8.1,5868,78,64,9.1,0.34,0.721,0.74,0.23,8.2,5.82,59,878,6.39,361,68,0.602,63.1,54.5,0.43,78.8,81421,203,90530,83.2,0.78,5.6,52.3,4.6,62581,6.21,63039,0.127,772,408,0.066,6308,58,41589,1.56,7130,7555,0.61,57238,96221,1.5,97777,8.27,no
8174,23426,40,5356,0.907,6235,62,0.66,0.57,33,8.89,20,281,4457,7332,0.4,72,370,2.8,38,3314,74.1,5,2.7,8713,3.9,47014,0.545,338,0.1,0.53,3.39,76219,4277,88395,0.558,6.94,2.75,4.6,3333,0.47,0.255,29.4,0.78,6.17,1.7,0.482,0.471,0.271,4431,5.68,3894,5.5,0.643,44.9,7870,0.639,2,4007,75,63.3,9,0.91,0.162,0.36,0.55,8.8,5.02,52,878,5.58,238,87,0.598,23.7,54,0.35,74.5,80377,276,24968,88.6,0.8,4.8,50.1,3.3,63135,3.67,47371,0.165,697,364,0.097,4845,28,36543,7.47,7109,6662,0.79,55373,93998,4.9,91091,9,no
8059,29007,54,1203,0.875,5869,56,0.47,0.33,28,8.54,42,297,4064,7056,0.41,64,377,0.7,92,3032,67.3,3.1,3,7528,1.9,77451,0.588,170,0.13,0.87,3.16,85178,5500,72488,0.45,8.53,1.9,4.6,4079,0.36,0.108,16.7,0.9,7.05,1.6,0.577,0.48,0.283,3999,5.43,4832,5.4,0.673,45.1,1562,0.621,3.3,4010,73,65.1,5.1,0.31,0.166,0.7,0.5,8.3,1.28,32,858,7.09,248,87,0.694,26,64.4,0.84,68.9,29073,202,87656,85.4,0.85,3.3,26.3,1.2,68626,6.58,58425,0.174,775,405,0.103,5867,60,39228,6.27,7134,7178,0.38,48813,94406,3.6,97025,3.93,no
7550,25473,71,4221,0.657,5784,20,0.39,0.35,35,8.49,34,304,6550,7532,0.48,58,382,1.7,90,3857,75.1,4.3,2.7,8808,2.7,32152,0.609,438,0.19,0.78,3.46,80063,5557,80442,0.444,8.95,2.73,8.7,3924,0.5,0.022,42.9,0.76,5.98,2.8,0.588,0.481,0.353,8620,4.46,4636,5.5,0.559,47,8993,0.621,7.1,5902,43,61.9,5.9,0.65,0.278,0.46,0.55,6.8,3.3,47,900,6.06,297,64,0.68,46.7,66.8,0.9,65.2,49261,216,90491,87.3,0.8,3.9,36.6,3.5,68610,0.84,55203,0.134,808,365,0.06,4773,60,36457,3.75,7137,7713,0.78,40266,93544,3.8,98207,5.34,no
7947,18800,61,1513,0.817,6608,22,0.7,0.37,34,8.51,31,547,4486,7090,0.62,96,407,3,50,3110,66.9,4.5,1.9,8819,1.9,56263,0.537,682,0.36,0.75,3.54,73905,5013,93322,0.448,5.82,2.73,8.8,3728,0.44,0.221,57.3,0.72,5.77,2.9,0.587,0.154,0.393,4350,4.45,4808,5,0.572,47.7,2488,0.636,7.9,5164,78,62.5,5.6,0.95,0.307,0.74,0.22,9.1,1.43,27,862,6.03,262,78,0.583,73.4,50.1,0.88,74,60156,258,24767,83.4,0.63,4.1,50.4,2.1,68338,2.42,72996,0.168,703,407,0.109,4579,68,38890,2.15,7118,7591,0.79,47205,94227,5.2,95100,3.02,no
8158,18428,71,1201,0.648,5535,13,0.41,0.35,30,8.63,25,616,4494,7164,0.36,94,368,3,91,3044,71.2,5.3,2.1,8517,3.6,73172,0.623,179,0.43,0.76,2.89,80457,5049,93211,0.567,8.13,2.75,4.6,4195,0.47,0.259,57.4,0.82,7.97,3.4,0.425,0.162,0.286,4880,5.67,4813,1.1,0.591,40.6,5620,0.633,5.6,5897,67,62.3,0.9,0.59,0.644,0.56,0.51,8.8,5.92,54,870,6.37,359,48,0.591,62.4,68.9,0.7,72.8,85247,265,90877,87.3,0.77,5.7,50.7,4.7,57493,3.53,92539,0.126,812,410,0.09,6036,56,39710,3.58,7142,8024,0.78,55849,95269,0.8,96606,8.78,no
7726,28635,34,1483,0.843,5231,13,0.46,0.36,30,8.69,64,351,6518,7131,0.48,68,477,3.3,49,3097,73.7,4.9,2.9,8448,2.4,65672,0.538,382,0.08,0.76,3.17,85725,5876,86080,0.472,8.67,2.06,5.4,3263,0.37,0.272,54.3,0.87,6.44,3.9,0.439,0.474,0.414,9636,4.6,4789,4.9,0.675,51.7,7520,0.614,8.3,3910,61,62.4,8.9,0.46,0.232,0.37,0.56,8.4,3.34,58,882,6.85,289,39,0.672,62.6,53.1,0.9,82.4,29690,218,87776,83.7,0.83,4.3,35.1,4.7,62596,4.06,81331,0.285,761,414,0.111,4817,56,36125,9.02,7114,7368,0.53,40263,92691,2.9,92632,8.51,no
8165,27497,72,1434,0.894,6273,12,0.89,0.36,35,8.41,36,189,5719,7737,0.53,94,383,1.8,50,2852,75.4,5.6,3.5,7313,4.8,57816,0.528,301,0.54,0.53,3.47,80266,5301,72562,0.448,5.53,1.93,5.8,3374,0.49,0.2,62.6,0.76,7.45,2.5,0.398,0.31,0.271,4341,5.65,4220,5.6,0.679,51.9,1890,0.576,8.2,4011,63,62,3,0.66,0.589,0.77,0.42,9,5.88,54,873,6.16,248,41,0.581,63.2,83.6,0.42,60.5,86899,234,22937,87.6,0.57,5.4,36.3,4,55406,0.98,38532,0.168,779,407,0.115,6739,59,40708,7.88,7135,7361,0.78,50623,96222,1,90772,3.76,no
7513,20478,33,1225,0.911,5110,64,0.71,0.29,60,9.01,26,258,3391,7735,0.39,86,461,3.7,89,2786,70.4,4.7,5.9,8833,4.2,37793,0.539,335,0.08,0.52,3.22,79993,5938,69121,0.478,8.94,2.8,4.6,3486,0.35,0.271,57.5,0.82,7.89,2.7,0.46,0.291,0.284,9424,4.42,4815,5.6,0.555,40.2,5526,0.637,6.4,5886,52,62.7,4.7,0.28,0.646,0.72,0.52,9.3,1.05,46,932,6.46,322,78,0.778,34.2,54.2,0.85,65.9,85890,271,22803,87.3,0.85,6,33.3,4.8,62292,3.39,40879,0.177,703,414,0.124,5882,23,40455,2.16,7138,7278,0.78,58414,93043,3,96161,3.64,no
